time,acc_x,acc_y,acc_z
18:50:19.061,-0.01929,-0.69971,-0.70557;
18:50:19.071,-0.02197,-0.70190,-0.70605;
18:50:19.081,-0.02295,-0.70044,-0.70435;
18:50:19.091,-0.02148,-0.70044,-0.70630;
18:50:19.101,-0.02100,-0.69971,-0.70703;
18:50:19.111,-0.02271,-0.69873,-0.70386;
18:50:19.121,-0.02344,-0.69946,-0.70825;
18:50:19.131,-0.02222,-0.69995,-0.70703;
18:50:19.141,-0.02002,-0.69922,-0.70459;
18:50:19.151,-0.02173,-0.69946,-0.70508;
18:50:19.161,-0.02246,-0.70239,-0.70703;
18:50:19.171,-0.02246,-0.69897,-0.70776;
18:50:19.181,-0.02100,-0.70068,-0.70679;
18:50:19.191,-0.02246,-0.70239,-0.70654;
18:50:19.201,-0.02368,-0.69971,-0.70557;
18:50:19.211,-0.02173,-0.70068,-0.70703;
18:50:19.221,-0.02393,-0.69971,-0.70776;
18:50:19.231,-0.02197,-0.69971,-0.70801;
18:50:19.241,-0.02173,-0.70020,-0.70703;
18:50:19.251,-0.02295,-0.69995,-0.70654;
18:50:19.261,-0.02148,-0.69897,-0.70752;
18:50:19.271,-0.02368,-0.69922,-0.70679;
18:50:19.281,-0.02319,-0.70068,-0.70654;
18:50:19.291,-0.02197,-0.70288,-0.70752;
18:50:19.301,-0.02197,-0.70190,-0.70776;
18:50:19.311,-0.02148,-0.70044,-0.70703;
18:50:19.321,-0.02295,-0.70093,-0.70581;
18:50:19.331,-0.02100,-0.70068,-0.70752;
18:50:19.341,-0.02197,-0.70020,-0.70557;
18:50:19.351,-0.02271,-0.70190,-0.70483;
18:50:19.361,-0.02197,-0.70166,-0.70581;
18:50:19.371,-0.02173,-0.69922,-0.70581;
18:50:19.381,-0.02075,-0.70044,-0.70654;
18:50:19.391,-0.02319,-0.70313,-0.70703;
18:50:19.401,-0.02466,-0.70166,-0.70581;
18:50:19.411,-0.02222,-0.69873,-0.70483;
18:50:19.421,-0.02197,-0.70288,-0.70679;
18:50:19.431,-0.02319,-0.70264,-0.70703;
18:50:19.441,-0.02271,-0.69971,-0.70630;
18:50:19.451,-0.02344,-0.69946,-0.70679;
18:50:19.461,-0.02173,-0.69653,-0.70532;
18:50:19.471,-0.02246,-0.69995,-0.70557;
18:50:19.481,-0.02368,-0.70288,-0.70679;
18:50:19.491,-0.02197,-0.70142,-0.70728;
18:50:19.501,-0.02295,-0.70386,-0.70752;
18:50:19.511,-0.02271,-0.70190,-0.70728;
18:50:19.521,-0.02246,-0.70020,-0.70679;
